Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2014-01-02,77.4222183227539,77.77770264028487,77.047239018646,77.72572545122756,7214000
2014-01-03,77.1131591796875,77.57631571603807,76.66670757826928,77.42223942343176,6438000
2014-01-06,76.73074340820312,77.39809805360571,76.54232960688282,77.21988849506748,7022000
2014-01-07,77.799560546875,77.9947347403153,77.23355184049953,77.23448073493516,7635000
2014-01-08,77.77632141113281,78.44270742071494,77.69918063076439,77.82093670574427,6936000
2014-01-09,78.40458679199219,78.46407147673324,77.72147372028122,78.07000050826454,7025000
2014-01-10,77.5830078125,78.76521389120454,77.28932117249745,78.70572919317515,8211000
2014-01-13,75.28182220458984,77.88415963563602,75.06155362306163,77.64808566303691,12354000
2014-01-14,76.37015533447266,76.48725988351693,74.73719391073354,75.54391413748294,10869000
2014-01-15,76.52442169189453,77.12016925084755,76.32646079885086,76.68614151737083,7750000
2014-01-16,76.72240447998047,76.95382689250798,76.43614182666833,76.65920418697382,4965000
2014-01-17,76.0643539428711,77.51422323110597,75.08476044268697,76.67589966435774,13330000
2014-01-21,76.06991577148438,76.82087352389789,75.6563309620777,76.49186771918207,10103000
2014-01-22,77.41946411132812,77.97710587161963,76.21123438836347,76.40640864992551,7220600
2014-01-23,76.54578399658203,77.89341819246982,76.13684359361633,77.88412924934518,6590300
2014-01-24,72.96760559082031,76.19264282916585,72.95830955322418,76.00675753123869,9460200
2014-01-27,70.68123626708984,73.40439255272247,69.6588853377294,73.37650445308886,13707500
2014-01-28,73.26499938964844,73.5066395893464,71.17383809575426,71.28536215998483,7735000
2014-01-29,72.21476745605469,73.11629146295815,71.57348281188023,72.67018102273222,7908500
2014-01-30,74.12935638427734,74.8635873000565,72.71665659238882,74.77064111287548,8702200
2014-01-31,70.33735656738281,71.5548746039797,66.68479536679615,70.17935945088318,23252800
2014-02-03,68.69232177734375,71.01583410225788,68.63655265980393,70.68124776020649,9828200
2014-02-04,67.95809936523438,69.10126359842802,67.66069003480699,68.98044349540362,11378100
2014-02-05,67.69783782958984,68.31124836131406,67.0193763405202,67.6234908394256,7768100
2014-02-06,69.61246490478516,69.6217609440793,67.97670943823341,68.06035961028,6804600
2014-02-07,70.92288970947266,71.49912333314226,69.82619158106732,70.3280711066898,8437500
2014-02-10,70.96006774902344,71.88017668010987,70.49536526593776,71.24818811027863,4885600
2014-02-11,70.81139373779297,71.40621257648766,70.63480445759302,71.37833155136133,5322900
2014-02-12,70.60689544677734,71.49912335117668,70.32807112442883,71.04371690941805,4775200
2014-02-13,71.12735748291016,71.22959259150302,69.82618917510734,70.15148657015567,4912300
2014-02-14,71.9266357421875,72.1775790049772,71.08088107507129,71.17382013540993,4731900
2014-02-18,72.01959991455078,72.94900502359678,71.75007158203165,72.92112400485313,5811700
2014-02-19,71.23892211914062,72.50291397346705,71.12739092347647,71.88020699450907,6032800
2014-02-20,70.504638671875,71.45262831315256,69.56593797190382,71.45262831315256,8711100
2014-02-21,70.35595703125,70.96007171115218,70.1700788639559,70.50466523772333,6551800
2014-02-24,70.59760284423828,71.5363038782672,70.22583942663101,70.23513546204049,7942200
2014-02-25,71.32254028320312,71.53630656085262,70.18866500783989,70.63478254385734,7435800
2014-02-26,71.89874267578125,71.94521574355495,71.20168920394325,71.40615935687619,7437200
2014-02-27,72.2705307006836,72.50288193755107,71.56418095518329,71.88017523374049,4931400
2014-02-28,72.23333740234375,73.11626906749785,71.51769178293657,72.6794477059264,5916500
2014-03-03,71.313232421875,71.64781162164135,70.30947355018854,71.12734721000948,6154600
2014-03-04,72.95831298828125,73.23713740290017,71.945264657378,72.31702108913736,5302700
2014-03-05,72.67945861816406,73.31145421879143,72.33558335143803,73.11628004532075,4230200
2014-03-06,72.14969635009766,73.15345529541585,72.09393432784542,72.86534205938419,4593400
2014-03-07,72.43785858154297,72.7259719842455,72.04750292757129,72.5586787299149,4133600
2014-03-10,71.9266357421875,72.43781121024374,71.81510461530365,72.30769510761047,3314700
2014-03-11,72.400634765625,72.91180314710522,71.46193393962527,72.01957539705633,4834400
2014-03-12,72.8095932006836,72.8095932006836,71.37831556554688,71.76866401149326,4739700
2014-03-13,71.21104431152344,73.2092602491871,71.13669017772001,72.84679271039599,6521400
2014-03-14,70.95076751708984,71.76864837705189,70.84853950039134,71.10877174099862,4856900
2014-03-17,72.3355712890625,72.34486023091938,71.32251645383242,71.33181248648461,3910900
2014-03-18,73.3486328125,73.40440192809444,72.066056606574,72.58652108014455,4523500
2014-03-19,72.78173065185547,73.98066440363228,72.41926313280668,73.36726056016512,5929300
2014-03-20,72.87467193603516,73.09772721942632,72.1311448703318,72.68878662420951,5197800
2014-03-21,70.62547302246094,74.19439135673746,70.54182998900265,73.73897787192124,15077700
2014-03-24,71.9266357421875,72.22404498974865,70.51394358897102,71.08088107507129,8816800
2014-03-25,69.96563720703125,72.27985466196954,69.91917119162473,72.10327245814403,7128300
2014-03-26,68.5064468383789,70.79278245900147,68.4785658208149,70.4581960666374,7611000
2014-03-27,68.16255950927734,68.42279886635987,67.24245054182728,68.34844476433629,7690100
2014-03-28,68.051025390625,68.58078588036075,67.32609073001781,68.20902251597859,5245000
2014-03-31,69.42652893066406,69.58453312020907,68.31124611610693,68.64583237863312,5843600
2014-04-01,69.52880096435547,70.02138458739626,69.12915644345087,69.93774152271338,4105600
2014-04-02,69.42652893066406,70.03064340971385,69.26853183191426,69.60311809444045,4271600
2014-04-03,69.26856231689453,70.21655950819579,68.99903398175195,69.74256091254516,4133300
2014-04-04,67.08445739746094,70.16078587164161,66.64763588549494,70.07714281997043,8287100
2014-04-07,66.3956527709961,66.98206911490273,65.55791006425741,66.70282628040376,9699100
2014-04-08,66.57250213623047,66.9634534536187,66.08847697884497,66.29325931137674,6280200
2014-04-09,68.47139739990234,68.57378858744438,66.65629380551555,66.95415714155908,6984700
2014-04-10,66.2466812133789,69.1787755266483,66.04189898618428,68.57373906492334,8982800
2014-04-11,63.9289665222168,65.51136383597824,63.9289665222168,65.2041974385304,11610500
2014-04-14,66.25602722167969,66.99137875216466,64.78532416070975,64.96218292547549,10893900
2014-04-15,67.15892791748047,67.70811046342625,65.60445412290551,67.29855288561579,7009600
2014-04-16,68.8157730102539,68.83438635320731,67.48469528809298,67.83840561715813,7002300
2014-04-17,69.001953125,69.6442237021226,68.51792796218548,68.94610597972698,5552300
2014-04-21,69.16947174072266,69.46733488936198,68.72268056857249,69.11362461960829,5991600
2014-04-22,69.37427520751953,69.59767086192801,68.74131493534566,69.31842806932237,5049800
2014-04-23,68.28522491455078,69.34636332890365,68.00597497324907,69.18812500958916,5056400
2014-04-24,69.20672607421875,69.55113332714322,68.2572892252336,68.61099960002812,5191700
2014-04-25,65.77198791503906,67.95011136367268,65.71613367933767,67.21475999124137,9657700
2014-04-28,66.31185150146484,67.16821435533046,65.36241483729826,65.90229406869611,8649400
2014-04-29,67.04721069335938,67.58708998849043,66.39563713138685,66.5445651877152,6030500
2014-04-30,68.46207427978516,68.5365347658324,66.59111697396015,67.33577154577277,6552600
2014-05-01,69.0857162475586,71.40346460439133,68.92747796853409,70.3423264602212,9752000
2014-05-02,68.67615509033203,69.3463491309439,67.50331551926125,69.06709924681577,5977100
2014-05-05,69.64420318603516,69.68143697245559,67.90356095437778,68.14557701530127,4776900
2014-05-06,68.70407104492188,69.31841788127659,68.64822391493281,69.19740629747527,4290100
2014-05-07,68.75994110107422,69.22535289574385,67.99666604188084,68.81578824391605,4411900
2014-05-08,69.10431671142578,70.24923244390773,68.41550948870004,68.75991665087184,4628200
2014-05-09,69.2346420288086,69.29049626198483,68.43413333559926,68.89024191538016,2975600
2014-05-12,69.83038330078125,70.01655228162956,69.34635815381661,69.52321691021739,2975200
2014-05-13,69.65351867675781,70.21201131207238,69.29980122981723,69.98861567827038,3268500
2014-05-14,68.97402954101562,69.83038557595773,68.8437148009862,69.49529560275401,2595900
2014-05-15,68.02458953857422,69.10434120817901,67.83842055993864,68.88094553543671,4301600
2014-05-16,68.64817810058594,68.75056917164476,67.54049675092101,67.9779845815152,3703800
2014-05-19,68.75064849853516,69.23467376434142,68.33178061661862,68.3876277737749,3428800
