Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2014-01-02,54.330482482910156,54.83694679642502,53.81408920500106,54.44965278505199,43195500
2014-01-03,54.181522369384766,55.263961265344626,54.15172790133644,54.63833047161939,38246200
2014-01-06,56.8032112121582,56.862792574877744,53.675060869386684,54.04249316301946,68852600
2014-01-07,57.518211364746094,58.14384216138684,56.82307024429525,57.29974006470511,77207400
2014-01-08,57.82606506347656,58.00481672826046,56.83300194278165,57.20043423673292,56682400
2014-01-09,56.82307434082031,58.55100209084754,56.2570286515112,58.24315494052151,92253300
2014-01-10,57.53807830810547,57.89558165295065,56.66418545207871,56.73369957043913,42449500
2014-01-13,55.52215576171875,57.84592348321776,54.995833549986465,57.5082818898979,63010900
2014-01-14,57.33946990966797,57.37918955796815,55.71084310582759,56.068346458177054,37503600
2014-01-15,57.200435638427734,58.16370810134201,56.87272677045021,57.577800694244964,33663400
2014-01-16,56.79328536987305,57.6175296779782,56.435785785351534,56.86279949366076,34541800
2014-01-17,55.909454345703125,57.41891078176724,55.68105027677856,56.90251749141094,40849200
2014-01-21,58.104122161865234,58.17364006625216,56.10806693421489,56.207371732078705,48669200
2014-01-22,57.111061096191406,58.8985778282825,56.70390534904518,58.44176589217291,61352900
2014-01-23,56.23716354370117,56.28681594028602,55.30368181967194,55.97896502028393,47951800
2014-01-24,54.07229232788086,56.028624267828576,54.022639925224716,55.76050053583829,55200700
2014-01-27,53.178531646728516,54.55888883784862,51.49032351116476,54.35034648269422,73924100
2014-01-28,54.75749969482422,54.89652792516165,53.625408346950664,53.645270063889605,48191200
2014-01-29,53.15867233276367,54.568824058556814,52.82103069038239,54.231182416175535,92995600
2014-01-30,60.65629959106445,62.06644745897952,60.04059770474195,61.689082397723034,150178900
2014-01-31,62.13595962524414,62.93040937011656,59.752606602391694,60.05052857142465,87794600
2014-02-03,61.05351638793945,63.32763170130237,60.27892841446918,62.592763371117414,74866600
2014-02-04,62.31471252441406,62.7020065459382,61.39116349390177,61.619567563307406,45985500
2014-02-05,61.75859451293945,62.72186695849845,60.844978254325504,62.30478226345344,51685100
2014-02-06,61.72880554199219,62.344503637174064,61.03366057608475,61.03366057608475,42086500
2014-02-07,63.873817443847656,64.12208321556294,61.78838647673334,61.83803887342939,60704300
2014-02-10,63.10916519165039,64.04264322981072,63.02972210604984,63.85396637503884,43666100
2014-02-11,64.4001235961914,64.54908453734045,62.9105293376374,63.30775598854544,45675600
2014-02-12,64.00291442871094,64.60868353211595,63.60569524576427,64.46965530279057,47282100
2014-02-13,66.8629379272461,66.8629379272461,63.60569228908517,63.73478775989487,61911700
2014-02-14,66.62460327148438,67.11120967131907,66.25717475396213,67.03176280075782,36694900
2014-02-18,66.83314514160156,67.0714781480748,65.61167427754559,66.47564184365687,43809900
2014-02-19,67.58787536621094,68.6008040190623,66.53523085477022,66.58488704271275,62087100
2014-02-20,69.14698028564453,69.62365390288069,65.2740402926575,67.26016647427961,130928900
2014-02-21,68.11419677734375,69.47469599951151,67.97516854459323,69.20657228676993,70932400
2014-02-24,70.28900146484375,70.94442671453135,68.06454235431609,68.26315193372274,76620300
2014-02-25,69.3654556274414,70.50747970127725,68.9682288743937,70.45782351596998,52077000
2014-02-26,68.7795639038086,70.72596699540443,68.37240432816522,69.70311304396864,55322700
2014-02-27,68.46178436279297,69.52436176025637,68.3922702368457,68.85900361022223,41653700
2014-02-28,67.98511505126953,69.39526316957756,66.9126048303851,68.98811114171544,66783700
2014-03-03,66.9423828125,67.57794254865374,66.04862456588705,66.49549990095868,56824100
2014-03-04,68.32275390625,68.42205871490293,67.1509389806144,68.18372565884165,42013500
2014-03-05,71.07352447509766,71.4707512231884,69.13705449580158,69.2065686084822,74567700
2014-03-06,70.34857940673828,71.39129858915575,69.7626758724155,71.38136583772689,46026500
2014-03-07,69.31580352783203,70.68622780153783,68.98809090483616,70.58692301239446,38927000
2014-03-10,71.53034210205078,71.64951241527679,70.02088935020984,70.27908033082629,59871600
2014-03-11,69.61372375488281,72.08644882209792,69.47469552308569,71.99707677728708,59408300
2014-03-12,70.38831329345703,70.85505418585406,68.5213573003395,69.37539221483819,46340500
2014-03-13,68.35254669189453,70.85506279862663,67.67726336524119,70.795481426898,57091000
2014-03-14,67.25023651123047,68.94837355777288,66.99203797549892,68.01489178922297,48227000
2014-03-17,68.2631607055664,68.47170306368211,66.15787161803412,67.7070477505912,52197000
2014-03-18,68.71004486083984,69.1171968308728,67.82621922373785,68.2830273840906,40827000
2014-03-19,67.7666244506836,68.80934374593612,67.00196919024326,68.69017344530232,43981000
2014-03-20,66.50543212890625,67.75669366430917,66.35647115956573,67.53821858613902,44439000
2014-03-21,66.77356719970703,67.44885047626916,65.72092263606967,67.06155643581877,59999900
2014-03-24,63.65534973144531,66.8927378913029,62.92048508339404,66.72391896531981,85696000
2014-03-25,64.43986511230469,65.73085019612057,63.33756444535413,64.43986511230469,68786000
2014-03-26,59.9710807800293,64.49944615024054,59.95121906318371,64.29090380571452,97503900
2014-03-27,60.547061920166016,61.470610959625944,57.57780141265504,60.09024998869373,112650000
2014-03-28,59.59371566772461,61.52026052893936,58.9283652012225,60.914491424670196,67052000
2014-03-31,59.822120666503906,61.09324017670549,59.45468460514536,60.35837184222335,53011000
2014-04-01,62.18561553955078,62.22533897609889,59.82212788846944,60.040599213013216,59291000
2014-04-02,62.28491973876953,63.46666348097707,61.77845542908405,62.771518543346396,66277000
2014-04-03,59.077335357666016,62.73180469115278,58.71983197580947,62.11610652697524,83859000
2014-04-04,56.35633850097656,59.782407414189656,55.929321007513835,59.5242088520684,125214400
2014-04-07,56.55495071411133,57.597666329673835,55.055423141702754,55.51223509854882,108488000
2014-04-08,57.78634262084961,58.302735907058384,56.77341776577493,57.27988208742989,78836000
2014-04-09,61.97706985473633,62.02672225363973,58.77940536065239,59.21635556276684,100215000
2014-04-10,58.74961853027344,62.74173303321949,58.27294865072942,62.64242822890279,114988000
2014-04-11,58.12398910522461,59.891644214371524,56.912454551764654,57.20044000675763,91452000
2014-04-14,58.48148727416992,60.030667124829634,57.379186590838515,59.673163790966996,72325000
2014-04-15,58.68010330200195,59.26601072817647,55.49237141183817,58.878716695121945,108623000
2014-04-16,59.30573272705078,59.772469833099734,57.33946813811365,59.37524684472265,78774000
2014-04-17,58.5311393737793,60.15976608507182,58.31266806171917,58.88864270581338,88040000
2014-04-21,60.815185546875,60.815185546875,58.739683528766435,59.04753066345367,60364000
2014-04-22,62.5927619934082,62.99991768694169,61.78838335812012,62.21540076697657,60631000
2014-04-23,60.93435287475586,63.03964560168877,60.83504429107711,63.0098549207027,95908700
2014-04-24,60.44775390625,63.20847208612941,59.35538593799475,63.158815897197975,138769000
2014-04-25,57.30967330932617,59.59371778998367,57.170645074851365,59.55399814315892,92502000
2014-04-28,55.75056457519531,57.90551357827055,54.280831569357055,57.647315038135226,107758000
2014-04-29,57.746620178222656,57.87571565234743,55.452643077375235,55.70090884978679,75557000
2014-04-30,59.36531448364258,59.434828601773305,56.7634900655395,57.180578562559184,76093000
2014-05-01,60.72581481933594,61.84797348237992,59.79233300801657,60.01080811930159,82429000
2014-05-02,60.04059600830078,61.46067658909682,59.76253954377631,60.8747691901094,54189000
2014-05-05,60.79532241821289,60.92441788991234,58.7694728442179,59.25607162759117,46057000
2014-05-06,58.12398910522461,60.72581747143087,58.08426945544887,60.55699475400066,55901000
2014-05-07,56.99189758300781,58.888648181456254,55.86973508383328,58.362325887153276,78587000
2014-05-08,56.36626434326172,58.411975854679305,56.1080695836825,56.833005249379,61251000
2014-05-09,56.84293746948242,57.25009321730818,55.98890253788806,56.45563965139273,52584000
2014-05-12,59.41497039794922,59.48448451575905,57.57780128776496,57.57780128776496,48575000
